id,x,y,label
1,34546,26428,Tumor tissue
1,34546,26462,Tumor tissue
1,34546,26508,Tumor tissue
1,34546,26542,Tumor tissue
1,34535,26587,Tumor tissue
1,34512,26644,Tumor tissue
1,34478,26701,Tumor tissue
1,34455,26746,Tumor tissue
1,34455,26769,Tumor tissue
1,34444,26780,Tumor tissue
1,34421,26803,Tumor tissue
1,34410,26837,Tumor tissue
1,34399,26859,Tumor tissue
1,34364,26894,Tumor tissue
1,34330,26939,Tumor tissue
1,34296,26984,Tumor tissue
1,34262,27030,Tumor tissue
1,34240,27086,Tumor tissue
1,34206,27132,Tumor tissue
1,34160,27166,Tumor tissue
1,34126,27211,Tumor tissue
1,34092,27279,Tumor tissue
1,34047,27336,Tumor tissue
1,34013,27370,Tumor tissue
1,34001,27404,Tumor tissue
1,33979,27438,Tumor tissue
1,33945,27461,Tumor tissue
1,33911,27484,Tumor tissue
1,33888,27529,Tumor tissue
1,33865,27563,Tumor tissue
1,33820,27597,Tumor tissue
1,33786,27642,Tumor tissue
1,33763,27688,Tumor tissue
1,33718,27744,Tumor tissue
1,33672,27801,Tumor tissue
1,33638,27847,Tumor tissue
1,33593,27892,Tumor tissue
1,33559,27915,Tumor tissue
1,33536,27949,Tumor tissue
